 ,Area,Mean,Min,Max
1,179.096,60.052,0,208
2,108.831,49.559,0,196
3,150.523,52.948,0,178
4,124.709,56.830,0,205
5,214.525,60.717,0,188
6,85.996,56.176,0,186
