 ,Area,Mean,Min,Max
1,100.207,63.951,0,203
2,41.352,49.452,0,199
3,43.691,53.910,3,194
4,79.474,65.544,0,184
5,95.739,72.474,0,212
6,44.610,52.074,0,182
