 ,Area,Mean,Min,Max
1,158.620,67.245,0,188
2,88.620,54.331,1,187
3,119.409,46.453,0,205
4,171.730,66.506,0,206
5,152.527,62.950,1,175
6,129.941,67.301,1,214
