 ,Area,Mean,Min,Max
1,157.390,74.659,2,234
2,186.910,93.395,2,239
3,217.705,97.163,2,198
4,192.265,103.856,1,204
5,223.900,79.854,0,216
6,104.553,69.263,3,227
7,42.917,95.528,0,204
8,239.624,106.819,0,234
9,229.326,73.215,1,218
10,92.830,56.067,0,205
11,145.571,67.294,1,206
12,202.877,68.500,1,207
13,277.872,92.337,0,216
